,MODELYEAR,MAKE,MODEL,VEHICLECLASS,ENGINESIZE,CYLINDERS,TRANSMISSION,FUELTYPE,FUELCONSUMPTION_CITY,FUELCONSUMPTION_HWY,FUELCONSUMPTION_COMB,FUELCONSUMPTION_COMB_MPG,CO2EMISSIONS
2894,2012,MINI,COOPER S,MINICOMPACT,1.6,4,M6,Z,8.8,6.7,7.9,36.0,182.0
2895,2012,MINI,COOPER S CLUBMAN,SUBCOMPACT,1.6,4,A6,Z,9.2,7.0,8.2,34.0,189.0
2896,2012,MINI,COOPER S CLUBMAN,SUBCOMPACT,1.6,4,M6,Z,8.8,6.7,7.9,36.0,182.0
2897,2012,MINI,COOPER S CONVERTIBLE,MINICOMPACT,1.6,4,A6,Z,9.2,7.0,8.2,34.0,189.0
2898,2012,MINI,COOPER S CONVERTIBLE,MINICOMPACT,1.6,4,M6,Z,8.8,6.7,7.9,36.0,182.0
2899,2012,MINI,COOPER S COUNTRYMAN,COMPACT,1.6,4,A6,Z,9.4,7.3,8.4,34.0,193.0
2900,2012,MINI,COOPER S COUNTRYMAN,COMPACT,1.6,4,M6,Z,8.9,7.3,8.2,34.0,189.0
2901,2012,MINI,COOPER S COUNTRYMAN ALL4,COMPACT,1.6,4,A6,Z,10.0,7.8,9.0,31.0,207.0
2902,2012,MINI,COOPER S COUNTRYMAN ALL4,COMPACT,1.6,4,M6,Z,9.3,7.5,8.5,33.0,196.0
2903,2012,MINI,COOPER S COUPE,TWO-SEATER,1.6,4,A6,Z,9.2,7.0,8.2,34.0,189.0
2904,2012,MINI,COOPER S COUPE,TWO-SEATER,1.6,4,M6,Z,8.8,6.7,7.9,36.0,182.0
2905,2012,MINI,COOPER S ROADSTER,TWO-SEATER,1.6,4,A6,Z,9.2,7.0,8.2,34.0,189.0
2906,2012,MINI,COOPER S ROADSTER,TWO-SEATER,1.6,4,M6,Z,8.8,6.7,7.9,36.0,182.0
2907,2012,MINI,JOHN COOPER WORKS,MINICOMPACT,1.6,4,M6,Z,9.5,7.2,8.4,34.0,193.0
2908,2012,MINI,JOHN COOPER WORKS CLUBMAN,SUBCOMPACT,1.6,4,M6,Z,9.5,7.2,8.4,34.0,193.0
2909,2012,MINI,JOHN COOPER WORKS CONVERTIBLE,MINICOMPACT,1.6,4,M6,Z,9.5,7.2,8.4,34.0,193.0
2910,2012,MINI,JOHN COOPER WORKS COUPE,TWO-SEATER,1.6,4,M6,Z,9.5,7.2,8.4,34.0,193.0
2911,2012,MINI,JOHN COOPER WORKS ROADSTER,TWO-SEATER,1.6,4,M6,Z,9.5,7.2,8.4,34.0,193.0
2912,2012,MITSUBISHI,ECLIPSE,SUBCOMPACT,2.4,4,AS4,X,11.5,8.5,10.1,28.0,232.0
2913,2012,MITSUBISHI,ECLIPSE,SUBCOMPACT,2.4,4,M5,X,12.0,8.7,10.5,27.0,242.0
2914,2012,MITSUBISHI,ECLIPSE,SUBCOMPACT,3.8,6,AS5,Z,14.2,9.6,12.1,23.0,278.0
2915,2012,MITSUBISHI,ECLIPSE,SUBCOMPACT,3.8,6,M6,Z,14.7,9.5,12.3,23.0,283.0
2916,2012,MITSUBISHI,ECLIPSE SPYDER,MINICOMPACT,2.4,4,AS4,X,11.6,8.6,10.2,28.0,235.0
2917,2012,MITSUBISHI,ECLIPSE SPYDER,MINICOMPACT,2.4,4,M5,X,12.0,8.7,10.5,27.0,242.0
2918,2012,MITSUBISHI,ECLIPSE SPYDER,MINICOMPACT,3.8,6,AS5,Z,14.2,9.6,12.1,23.0,278.0
2919,2012,MITSUBISHI,ECLIPSE SPYDER,MINICOMPACT,3.8,6,M6,Z,14.7,9.5,12.3,23.0,283.0
2920,2012,MITSUBISHI,LANCER,COMPACT,2.0,4,AS6,Z,13.4,9.4,11.6,24.0,267.0
2921,2012,MITSUBISHI,LANCER,COMPACT,2.0,4,AV,X,9.2,7.0,8.2,34.0,189.0
2922,2012,MITSUBISHI,LANCER,COMPACT,2.0,4,M5,X,9.7,7.0,8.5,33.0,196.0
2923,2012,MITSUBISHI,LANCER AWD,COMPACT,2.4,4,AV,X,10.4,8.1,9.4,30.0,216.0
2924,2012,MITSUBISHI,LANCER EVOLUTION,COMPACT,2.0,4,AS6,Z,14.2,10.5,12.5,23.0,288.0
2925,2012,MITSUBISHI,LANCER EVOLUTION,COMPACT,2.0,4,M5,Z,13.9,10.3,12.3,23.0,283.0
2926,2012,MITSUBISHI,LANCER SPORTBACK,STATION WAGON - SMALL,2.0,4,AV,X,9.6,7.3,8.6,33.0,198.0
2927,2012,MITSUBISHI,LANCER SPORTBACK,STATION WAGON - SMALL,2.0,4,M5,X,9.7,7.0,8.5,33.0,196.0
2928,2012,MITSUBISHI,OUTLANDER,SUV,2.4,4,AV,X,10.3,8.3,9.4,30.0,216.0
2929,2012,MITSUBISHI,OUTLANDER 4WD,SUV,2.4,4,AV,X,10.4,8.3,9.5,30.0,219.0
2930,2012,MITSUBISHI,OUTLANDER 4WD,SUV,3.0,6,AS6,Z,12.5,9.4,11.1,25.0,255.0
2931,2012,MITSUBISHI,RVR,SUV,2.0,4,AV,X,9.9,7.9,9.0,31.0,207.0
2932,2012,MITSUBISHI,RVR,SUV,2.0,4,M5,X,10.0,7.6,8.9,32.0,205.0
2933,2012,MITSUBISHI,RVR 4WD,SUV,2.0,4,AV,X,9.9,7.9,9.0,31.0,207.0
2934,2012,NISSAN,370Z,TWO-SEATER,3.7,6,AS7,Z,12.6,8.9,10.9,26.0,251.0
2935,2012,NISSAN,370Z,TWO-SEATER,3.7,6,M6,Z,13.3,9.4,11.5,25.0,265.0
2936,2012,NISSAN,370Z ROADSTER,TWO-SEATER,3.7,6,AS7,Z,13.2,9.5,11.5,25.0,265.0
2937,2012,NISSAN,370Z ROADSTER,TWO-SEATER,3.7,6,M6,Z,13.4,9.6,11.7,24.0,269.0
2938,2012,NISSAN,ALTIMA,MID-SIZE,2.5,4,AV,X,10.0,7.2,8.7,32.0,200.0
2939,2012,NISSAN,ALTIMA,MID-SIZE,2.5,4,M6,X,10.1,7.4,8.9,32.0,205.0
2940,2012,NISSAN,ALTIMA,MID-SIZE,3.5,6,AV,X,11.8,8.7,10.4,27.0,239.0
2941,2012,NISSAN,ALTIMA COUPE,SUBCOMPACT,2.5,4,AV,X,10.2,7.4,9.0,31.0,207.0
2942,2012,NISSAN,ALTIMA COUPE,SUBCOMPACT,2.5,4,M6,X,10.3,7.5,9.1,31.0,209.0
2943,2012,NISSAN,ALTIMA COUPE,SUBCOMPACT,3.5,6,AV,X,11.6,8.7,10.3,27.0,237.0
2944,2012,NISSAN,ALTIMA COUPE,SUBCOMPACT,3.5,6,M6,X,12.9,8.7,11.0,26.0,253.0
2945,2012,NISSAN,ARMADA 4WD,SUV,5.6,8,A5,X,19.1,13.4,16.5,17.0,380.0
2946,2012,NISSAN,CUBE,STATION WAGON - SMALL,1.8,4,AV,X,8.7,7.5,8.2,34.0,189.0
2947,2012,NISSAN,CUBE,STATION WAGON - SMALL,1.8,4,M6,X,9.4,8.0,8.8,32.0,202.0
2948,2012,NISSAN,FRONTIER,PICKUP TRUCK - SMALL,2.5,4,A5,X,13.9,10.9,12.6,22.0,290.0
2949,2012,NISSAN,FRONTIER,PICKUP TRUCK - SMALL,2.5,4,M5,X,12.1,10.3,11.3,25.0,260.0
2950,2012,NISSAN,FRONTIER,PICKUP TRUCK - SMALL,4.0,6,A5,X,15.9,11.5,13.9,20.0,320.0
2951,2012,NISSAN,FRONTIER 4WD,PICKUP TRUCK - SMALL,4.0,6,A5,X,16.6,12.2,14.6,19.0,336.0
2952,2012,NISSAN,FRONTIER 4WD,PICKUP TRUCK - SMALL,4.0,6,M6,X,15.4,12.2,14.0,20.0,322.0
2953,2012,NISSAN,GT-R,SUBCOMPACT,3.8,6,AM6,Z,14.6,11.0,13.0,22.0,299.0
2954,2012,NISSAN,JUKE,STATION WAGON - SMALL,1.6,4,AV,Z,8.7,7.3,8.1,35.0,186.0
2955,2012,NISSAN,JUKE,STATION WAGON - SMALL,1.6,4,M6,Z,9.5,7.6,8.7,32.0,200.0
2956,2012,NISSAN,JUKE AWD,STATION WAGON - SMALL,1.6,4,AV,Z,9.3,7.9,8.6,33.0,198.0
2957,2012,NISSAN,MAXIMA,MID-SIZE,3.5,6,AV,Z,12.3,9.1,10.9,26.0,251.0
2958,2012,NISSAN,MURANO AWD,SUV,3.5,6,AV,X,13.2,10.1,11.8,24.0,271.0
2959,2012,NISSAN,PATHFINDER 4WD,SUV,4.0,6,A5,Z,16.6,12.0,14.5,19.0,334.0
2960,2012,NISSAN,QUEST,MINIVAN,3.5,6,AV,X,12.6,9.6,11.2,25.0,258.0
2961,2012,NISSAN,ROGUE,SUV,2.5,4,AV,X,10.3,8.3,9.4,30.0,216.0
2962,2012,NISSAN,ROGUE AWD,SUV,2.5,4,AV,X,11.0,9.1,10.1,28.0,232.0
2963,2012,NISSAN,SENTRA,MID-SIZE,2.0,4,AV,X,8.8,6.8,7.9,36.0,182.0
2964,2012,NISSAN,SENTRA,MID-SIZE,2.0,4,M6,X,9.8,7.8,8.9,32.0,205.0
2965,2012,NISSAN,SENTRA,MID-SIZE,2.5,4,AV,X,10.0,7.8,9.0,31.0,207.0
2966,2012,NISSAN,SENTRA,MID-SIZE,2.5,4,M6,Z,11.2,8.3,9.9,29.0,228.0
2967,2012,NISSAN,TITAN,PICKUP TRUCK - STANDARD,5.6,8,A5,X,17.9,12.8,15.6,18.0,359.0
2968,2012,NISSAN,TITAN 4WD,PICKUP TRUCK - STANDARD,5.6,8,A5,X,19.6,14.2,17.1,17.0,393.0
2969,2012,NISSAN,VERSA,COMPACT,1.6,4,AV,X,7.9,6.3,7.2,39.0,166.0
2970,2012,NISSAN,VERSA,COMPACT,1.6,4,M5,X,8.7,6.5,7.7,37.0,177.0
2971,2012,NISSAN,VERSA,COMPACT,1.8,4,A4,X,9.8,7.4,8.7,32.0,200.0
2972,2012,NISSAN,VERSA,COMPACT,1.8,4,AV,X,8.4,6.8,7.7,37.0,177.0
2973,2012,NISSAN,VERSA,COMPACT,1.8,4,M6,X,9.2,7.5,8.4,34.0,193.0
2974,2012,NISSAN,XTERRA 4WD,SUV,4.0,6,A5,X,16.2,11.9,14.2,20.0,327.0
2975,2012,NISSAN,XTERRA 4WD,SUV,4.0,6,M6,X,15.3,12.3,14.0,20.0,322.0
2976,2012,PORSCHE,911 CARRERA,MINICOMPACT,3.6,6,AS7,Z,12.6,8.7,10.8,26.0,248.0
2977,2012,PORSCHE,911 CARRERA,MINICOMPACT,3.6,6,M6,Z,12.8,9.4,11.2,25.0,258.0
2978,2012,PORSCHE,911 CARRERA 4,MINICOMPACT,3.6,6,AS7,Z,12.9,8.9,11.1,25.0,255.0
2979,2012,PORSCHE,911 CARRERA 4,MINICOMPACT,3.6,6,M6,Z,12.9,9.6,11.4,25.0,262.0
2980,2012,PORSCHE,911 CARRERA 4 CABRIOLET,MINICOMPACT,3.6,6,AS7,Z,13.0,9.0,11.2,25.0,258.0
2981,2012,PORSCHE,911 CARRERA 4 CABRIOLET,MINICOMPACT,3.6,6,M6,Z,12.9,9.3,11.2,25.0,258.0
2982,2012,PORSCHE,911 CARRERA 4S,MINICOMPACT,3.8,6,AS7,Z,12.9,9.1,11.2,25.0,258.0
2983,2012,PORSCHE,911 CARRERA 4S,MINICOMPACT,3.8,6,M6,Z,13.1,9.5,11.5,25.0,265.0
2984,2012,PORSCHE,911 CARRERA 4S CABRIOLET,MINICOMPACT,3.8,6,AS7,Z,12.8,8.9,11.0,26.0,253.0
2985,2012,PORSCHE,911 CARRERA 4S CABRIOLET,MINICOMPACT,3.8,6,M6,Z,13.4,9.6,11.7,24.0,269.0
2986,2012,PORSCHE,911 CARRERA BLACK EDITION,MINICOMPACT,3.6,6,AS7,Z,12.6,8.7,10.8,26.0,248.0
2987,2012,PORSCHE,911 CARRERA BLACK EDITION,MINICOMPACT,3.6,6,M6,Z,12.8,9.4,11.2,25.0,258.0
2988,2012,PORSCHE,911 CARRERA BLACK EDITION CABRIOLET,MINICOMPACT,3.6,6,AS7,Z,12.8,8.8,11.0,26.0,253.0
2989,2012,PORSCHE,911 CARRERA BLACK EDITION CABRIOLET,MINICOMPACT,3.6,6,M6,Z,12.8,9.3,11.2,25.0,258.0
2990,2012,PORSCHE,911 CARRERA CABRIOLET,MINICOMPACT,3.6,6,AS7,Z,12.8,8.8,11.0,26.0,253.0
2991,2012,PORSCHE,911 CARRERA CABRIOLET,MINICOMPACT,3.6,6,M6,Z,12.8,9.3,11.2,25.0,258.0
2992,2012,PORSCHE,911 CARRERA S,MINICOMPACT,3.8,6,AS7,Z,12.6,8.9,10.9,26.0,251.0
2993,2012,PORSCHE,911 CARRERA S,MINICOMPACT,3.8,6,M6,Z,13.1,9.4,11.4,25.0,262.0
2994,2012,PORSCHE,911 CARRERA S CABRIOLET,MINICOMPACT,3.8,6,AS7,Z,12.7,8.9,11.0,26.0,253.0
2995,2012,PORSCHE,911 CARRERA S CABRIOLET,MINICOMPACT,3.8,6,M6,Z,13.0,9.1,11.3,25.0,260.0
2996,2012,PORSCHE,911 GTS,MINICOMPACT,3.8,6,AS7,Z,12.6,8.9,10.9,26.0,251.0
2997,2012,PORSCHE,911 GTS,MINICOMPACT,3.8,6,M6,Z,13.1,9.4,11.4,25.0,262.0
2998,2012,PORSCHE,911 GTS 4,MINICOMPACT,3.8,6,AS7,Z,12.9,9.1,11.2,25.0,258.0
2999,2012,PORSCHE,911 GTS 4,MINICOMPACT,3.8,6,M6,Z,13.1,9.5,11.5,25.0,265.0
3000,2012,PORSCHE,911 GTS 4 CABRIOLET,MINICOMPACT,3.8,6,AS7,Z,12.8,8.9,11.0,26.0,253.0
3001,2012,PORSCHE,911 GTS 4 CABRIOLET,MINICOMPACT,3.8,6,M6,Z,13.4,9.6,11.7,24.0,269.0
3002,2012,PORSCHE,911 GTS CABRIOLET,MINICOMPACT,3.8,6,AS7,Z,12.7,8.9,11.0,26.0,253.0
3003,2012,PORSCHE,911 GTS CABRIOLET,MINICOMPACT,3.8,6,M6,Z,13.0,9.1,11.3,25.0,260.0
3004,2012,PORSCHE,911 TARGA 4,MINICOMPACT,3.6,6,AS7,Z,13.0,9.0,11.2,25.0,258.0
3005,2012,PORSCHE,911 TARGA 4,MINICOMPACT,3.6,6,M6,Z,12.9,9.3,11.2,25.0,258.0
3006,2012,PORSCHE,911 TARGA 4S,MINICOMPACT,3.8,6,AS7,Z,12.8,8.9,11.0,26.0,253.0
3007,2012,PORSCHE,911 TARGA 4S,MINICOMPACT,3.8,6,M6,Z,13.4,9.6,11.7,24.0,269.0
3008,2012,PORSCHE,911 TURBO,MINICOMPACT,3.8,6,AS7,Z,14.3,9.6,12.2,23.0,281.0
3009,2012,PORSCHE,911 TURBO,MINICOMPACT,3.8,6,M6,Z,14.3,9.8,12.3,23.0,283.0
3010,2012,PORSCHE,911 TURBO CABRIOLET,MINICOMPACT,3.8,6,AS7,Z,14.8,9.7,12.5,23.0,288.0
3011,2012,PORSCHE,911 TURBO CABRIOLET,MINICOMPACT,3.8,6,M6,Z,14.7,9.9,12.5,23.0,288.0
3012,2012,PORSCHE,911 TURBO S,MINICOMPACT,3.8,6,AS7,Z,14.3,9.6,12.2,23.0,281.0
3013,2012,PORSCHE,911 TURBO S CABRIOLET,MINICOMPACT,3.8,6,AS7,Z,14.8,9.7,12.5,23.0,288.0
3014,2012,PORSCHE,911 TURBO S SPECIAL EDITION,MINICOMPACT,3.8,6,AS7,Z,14.3,9.6,12.2,23.0,281.0
3015,2012,PORSCHE,911 TURBO S SPECIAL EDITION CABRIOLET,MINICOMPACT,3.8,6,AS7,Z,14.8,9.7,12.5,23.0,288.0
3016,2012,PORSCHE,BOXSTER,TWO-SEATER,2.9,6,AS7,Z,11.6,8.0,10.0,28.0,230.0
3017,2012,PORSCHE,BOXSTER,TWO-SEATER,2.9,6,M6,Z,12.7,8.8,10.9,26.0,251.0
3018,2012,PORSCHE,BOXSTER S,TWO-SEATER,3.4,6,AS7,Z,12.0,8.0,10.2,28.0,235.0
3019,2012,PORSCHE,BOXSTER S,TWO-SEATER,3.4,6,M6,Z,12.6,8.9,10.9,26.0,251.0
3020,2012,PORSCHE,BOXSTER S BLACK EDITION,TWO-SEATER,3.4,6,AS7,Z,12.0,8.0,10.2,28.0,235.0
3021,2012,PORSCHE,BOXSTER S BLACK EDITION,TWO-SEATER,3.4,6,M6,Z,12.6,8.9,10.9,26.0,251.0
3022,2012,PORSCHE,CAYENNE,SUV,3.6,6,AS8,Z,14.5,10.2,12.5,23.0,288.0
3023,2012,PORSCHE,CAYENNE,SUV,3.6,6,M6,Z,15.7,11.0,13.6,21.0,313.0
3024,2012,PORSCHE,CAYENNE GTS,SUV,4.8,8,AS8,Z,15.0,10.4,12.9,22.0,297.0
3025,2012,PORSCHE,CAYENNE S,SUV,4.8,8,AS8,Z,15.0,10.4,12.9,22.0,297.0
3026,2012,PORSCHE,CAYENNE S HYBRID,SUV,3.0,6,AS8,Z,11.8,9.9,11.0,26.0,253.0
3027,2012,PORSCHE,CAYENNE TURBO,SUV,4.8,8,AS8,Z,16.0,11.0,13.7,21.0,315.0
3028,2012,PORSCHE,CAYMAN,TWO-SEATER,2.9,6,AS7,Z,11.6,8.0,10.0,28.0,230.0
3029,2012,PORSCHE,CAYMAN,TWO-SEATER,2.9,6,M6,Z,12.7,8.8,10.9,26.0,251.0
3030,2012,PORSCHE,CAYMAN R,TWO-SEATER,3.4,6,AS7,Z,11.8,8.0,10.1,28.0,232.0
3031,2012,PORSCHE,CAYMAN R,TWO-SEATER,3.4,6,M6,Z,12.2,8.9,10.7,26.0,246.0
3032,2012,PORSCHE,CAYMAN S,TWO-SEATER,3.4,6,AS7,Z,12.0,8.0,10.2,28.0,235.0
3033,2012,PORSCHE,CAYMAN S,TWO-SEATER,3.4,6,M6,Z,12.6,8.9,10.9,26.0,251.0
3034,2012,PORSCHE,CAYMAN S BLACK EDITION,TWO-SEATER,3.4,6,AS7,Z,12.0,8.0,10.2,28.0,235.0
3035,2012,PORSCHE,CAYMAN S BLACK EDITION,TWO-SEATER,3.4,6,M6,Z,12.6,8.9,10.9,26.0,251.0
3036,2012,PORSCHE,NEW 911 CARRERA,MINICOMPACT,3.4,6,AS7,Z,11.5,8.2,10.0,28.0,230.0
3037,2012,PORSCHE,NEW 911 CARRERA,MINICOMPACT,3.4,6,M7,Z,12.5,8.6,10.7,26.0,246.0
3038,2012,PORSCHE,NEW 911 CARRERA CABRIOLET,MINICOMPACT,3.4,6,AS7,Z,11.6,8.3,10.1,28.0,232.0
3039,2012,PORSCHE,NEW 911 CARRERA CABRIOLET,MINICOMPACT,3.4,6,M7,Z,12.3,8.7,10.7,26.0,246.0
3040,2012,PORSCHE,NEW 911 CARRERA S,MINICOMPACT,3.8,6,AS7,Z,12.0,8.7,10.5,27.0,242.0
3041,2012,PORSCHE,NEW 911 CARRERA S,MINICOMPACT,3.8,6,M7,Z,12.6,8.6,10.8,26.0,248.0
3042,2012,PORSCHE,NEW 911 CARRERA S CABRIOLET,MINICOMPACT,3.8,6,AS7,Z,12.3,8.7,10.7,26.0,246.0
3043,2012,PORSCHE,NEW 911 CARRERA S CABRIOLET,MINICOMPACT,3.8,6,M7,Z,12.7,8.8,10.9,26.0,251.0
3044,2012,PORSCHE,PANAMERA,FULL-SIZE,3.6,6,AS7,Z,13.1,8.8,11.2,25.0,258.0
3045,2012,PORSCHE,PANAMERA 4,FULL-SIZE,3.6,6,AS7,Z,13.3,9.0,11.4,25.0,262.0
3046,2012,PORSCHE,PANAMERA 4S,FULL-SIZE,4.8,8,AS7,Z,14.5,9.8,12.4,23.0,285.0
3047,2012,PORSCHE,PANAMERA S,FULL-SIZE,4.8,8,AS7,Z,14.5,9.8,12.4,23.0,285.0
3048,2012,PORSCHE,PANAMERA S HYBRID,FULL-SIZE,3.0,6,AS8,Z,9.9,8.1,9.1,31.0,209.0
3049,2012,PORSCHE,PANAMERA TURBO,FULL-SIZE,4.8,8,AS7,Z,15.7,10.2,13.2,21.0,304.0
3050,2012,PORSCHE,PANAMERA TURBO S,FULL-SIZE,4.8,8,AS7,Z,15.7,10.2,13.2,21.0,304.0
3051,2012,RAM,1500,PICKUP TRUCK - STANDARD,3.7,6,A4,X,16.7,11.8,14.5,19.0,334.0
3052,2012,RAM,1500 (FuelSaver MDS),PICKUP TRUCK - STANDARD,5.7,8,A6,X,17.1,12.0,14.8,19.0,340.0
3053,2012,RAM,1500 4X4 (FuelSaver MDS),PICKUP TRUCK - STANDARD,5.7,8,A6,X,17.6,12.7,15.4,18.0,354.0
3054,2012,RAM,1500 FFV,PICKUP TRUCK - STANDARD,4.7,8,A6,X,16.7,12.0,14.6,19.0,336.0
3055,2012,RAM,1500 FFV,PICKUP TRUCK - STANDARD,4.7,8,A6,E,24.1,18.9,21.8,13.0,349.0
3056,2012,RAM,1500 FFV 4X4,PICKUP TRUCK - STANDARD,4.7,8,A6,X,17.0,12.3,14.9,19.0,343.0
3057,2012,RAM,1500 FFV 4X4,PICKUP TRUCK - STANDARD,4.7,8,A6,E,24.1,18.9,21.8,13.0,349.0
3058,2012,RAM,CARGO VAN FFV,MINIVAN,3.6,6,AS6,X,13.7,9.4,11.8,24.0,271.0
3059,2012,RAM,CARGO VAN FFV,MINIVAN,3.6,6,AS6,E,19.1,13.1,16.4,17.0,262.0
3060,2012,ROLLS-ROYCE,GHOST,FULL-SIZE,6.6,12,A8,Z,18.0,11.9,15.2,19.0,350.0
3061,2012,ROLLS-ROYCE,GHOST EWB,FULL-SIZE,6.6,12,A8,Z,18.0,11.9,15.2,19.0,350.0
3062,2012,ROLLS-ROYCE,PHANTOM,FULL-SIZE,6.7,12,A6,Z,20.6,13.4,17.4,16.0,400.0
3063,2012,ROLLS-ROYCE,PHANTOM COUPE,COMPACT,6.7,12,A6,Z,20.6,13.4,17.4,16.0,400.0
3064,2012,ROLLS-ROYCE,PHANTOM DROPHEAD COUPE,COMPACT,6.7,12,A6,Z,20.6,13.4,17.4,16.0,400.0
3065,2012,ROLLS-ROYCE,PHANTOM EWB,FULL-SIZE,6.7,12,A6,Z,20.6,13.4,17.4,16.0,400.0
3066,2012,SCION,iQ,MINICOMPACT,1.3,4,AV,X,6.6,5.7,6.2,46.0,143.0
3067,2012,SCION,tC,COMPACT,2.5,4,AS6,X,10.2,7.5,9.0,31.0,207.0
3068,2012,SCION,tC,COMPACT,2.5,4,M6,X,10.5,7.6,9.2,31.0,212.0
3069,2012,SCION,xB,STATION WAGON - SMALL,2.4,4,AS4,X,10.9,8.6,9.8,29.0,225.0
3070,2012,SCION,xB,STATION WAGON - SMALL,2.4,4,M5,X,10.9,8.6,9.8,29.0,225.0
3071,2012,SCION,xD,SUBCOMPACT,1.8,4,A4,X,8.8,7.1,8.0,35.0,184.0
3072,2012,SCION,xD,SUBCOMPACT,1.8,4,M5,X,8.6,7.1,7.9,36.0,182.0
3073,2012,SMART,FORTWO CABRIOLET,TWO-SEATER,1.0,3,AS5,Z,6.9,5.7,6.4,44.0,147.0
3074,2012,SMART,FORTWO COUPE,TWO-SEATER,1.0,3,AS5,Z,6.9,5.7,6.4,44.0,147.0
3075,2012,SUBARU,FORESTER AWD,SUV,2.5,4,AS4,Z,12.5,9.9,11.3,25.0,260.0
3076,2012,SUBARU,FORESTER AWD,SUV,2.5,4,AS4,X,11.3,8.9,10.2,28.0,235.0
3077,2012,SUBARU,FORESTER AWD,SUV,2.5,4,M5,X,11.3,8.8,10.2,28.0,235.0
3078,2012,SUBARU,IMPREZA AWD,COMPACT,2.0,4,AV,X,8.7,6.6,7.8,36.0,179.0
3079,2012,SUBARU,IMPREZA AWD,STATION WAGON - SMALL,2.0,4,AV,X,8.7,6.6,7.8,36.0,179.0
3080,2012,SUBARU,IMPREZA AWD,COMPACT,2.0,4,M5,X,9.6,7.1,8.5,33.0,196.0
3081,2012,SUBARU,IMPREZA AWD,STATION WAGON - SMALL,2.0,4,M5,X,9.6,7.1,8.5,33.0,196.0
3082,2012,SUBARU,LEGACY AWD,MID-SIZE,2.5,4,AV,X,10.4,7.6,9.2,31.0,212.0
3083,2012,SUBARU,LEGACY AWD,MID-SIZE,2.5,4,M6,Z,13.0,9.5,11.4,25.0,262.0
3084,2012,SUBARU,LEGACY AWD,MID-SIZE,2.5,4,M6,X,12.0,8.8,10.6,27.0,244.0
3085,2012,SUBARU,LEGACY AWD,MID-SIZE,3.6,6,AS5,X,13.3,9.7,11.7,24.0,269.0
3086,2012,SUBARU,OUTBACK AWD,SUV,2.5,4,AV,X,10.9,8.2,9.7,29.0,223.0
3087,2012,SUBARU,OUTBACK AWD,SUV,2.5,4,M6,X,12.0,8.8,10.6,27.0,244.0
3088,2012,SUBARU,OUTBACK AWD,SUV,3.6,6,AS5,X,13.3,9.7,11.7,24.0,269.0
3089,2012,SUBARU,TRIBECA,SUV,3.6,6,AS5,X,14.7,11.1,13.1,22.0,301.0
3090,2012,SUBARU,WRX AWD,COMPACT,2.5,4,M5,Z,12.6,9.5,11.2,25.0,258.0
3091,2012,SUBARU,WRX AWD,STATION WAGON - SMALL,2.5,4,M5,Z,12.6,9.5,11.2,25.0,258.0
3092,2012,SUBARU,WRX STI AWD,COMPACT,2.5,4,M6,Z,14.2,10.4,12.5,23.0,288.0
3093,2012,SUBARU,WRX STI AWD,STATION WAGON - SMALL,2.5,4,M6,Z,14.2,10.4,12.5,23.0,288.0
3094,2012,SUZUKI,GRAND VITARA,SUV,2.4,4,A4,X,12.7,10.2,11.5,25.0,265.0
3095,2012,SUZUKI,KIZASHI S AWD,COMPACT,2.4,4,AV,X,10.6,8.1,9.5,30.0,219.0
3096,2012,SUZUKI,KIZASHI SX/SPORT AWD,COMPACT,2.4,4,AV,X,10.6,8.1,9.5,30.0,219.0
3097,2012,SUZUKI,SX4 AWD,STATION WAGON - SMALL,2.0,4,AV,X,10.3,8.0,9.3,30.0,214.0
3098,2012,SUZUKI,SX4 AWD,STATION WAGON - SMALL,2.0,4,M6,X,10.6,7.9,9.4,30.0,216.0
3099,2012,SUZUKI,SX4 JA,STATION WAGON - SMALL,2.0,4,AV,X,9.5,7.6,8.7,32.0,200.0
3100,2012,SUZUKI,SX4 JA,STATION WAGON - SMALL,2.0,4,M6,X,10.4,7.5,9.1,31.0,209.0
3101,2012,SUZUKI,SX4 JX,STATION WAGON - SMALL,2.0,4,AV,X,10.1,8.0,9.2,31.0,212.0
3102,2012,SUZUKI,SX4 SEDAN,COMPACT,2.0,4,AV,X,9.3,7.3,8.4,34.0,193.0
3103,2012,SUZUKI,SX4 SEDAN,COMPACT,2.0,4,M6,X,10.3,7.2,8.9,32.0,205.0
3104,2012,SUZUKI,SX4 SEDAN SPORT,COMPACT,2.0,4,AV,X,10.2,8.0,9.2,31.0,212.0
3105,2012,SUZUKI,SX4 SEDAN SPORT,COMPACT,2.0,4,M6,X,10.4,7.4,9.1,31.0,209.0
3106,2012,TOYOTA,4RUNNER 4WD,SUV,4.0,6,AS5,X,14.2,10.9,12.7,22.0,292.0
3107,2012,TOYOTA,AVALON,FULL-SIZE,3.5,6,AS6,X,12.1,8.3,10.4,27.0,239.0
3108,2012,TOYOTA,CAMRY,MID-SIZE,2.5,4,AS6,X,9.5,6.7,8.2,34.0,189.0
3109,2012,TOYOTA,CAMRY,MID-SIZE,3.5,6,AS6,X,11.1,7.6,9.5,30.0,219.0
3110,2012,TOYOTA,CAMRY HYBRID LE,MID-SIZE,2.5,4,AV,X,5.5,5.9,5.7,50.0,131.0
3111,2012,TOYOTA,CAMRY HYBRID XLE,MID-SIZE,2.5,4,AV,X,5.8,6.2,5.9,48.0,136.0
